# wavelength(um) flux(mJy)
3.439655607500000101e-01 4.400047740847027634e-03
3.442658644900000176e-01 8.092944352159566618e-03
3.445661682200000242e-01 5.823154735738344905e-03
3.448664719600000317e-01 5.654810037581867004e-03
3.451667757000000392e-01 7.085863573402207197e-03
3.454670794400000466e-01 6.133137466284037734e-03
3.457673831800000541e-01 5.221122136977406764e-03
3.460676869200000616e-01 6.960615076482447837e-03
3.463679906500000127e-01 2.091367851430068169e-03
3.466682943900000202e-01 3.906045410406522051e-03
3.469685981299999722e-01 5.480892453981499324e-03
3.472689018699999797e-01 4.662063858237227958e-03
3.475692056099999871e-01 5.959841305843094350e-03
3.478695093499999946e-01 4.411878336951073967e-03
3.481698130800000013e-01 5.882359178567375495e-03
3.484701168200000088e-01 4.255266061728977568e-03
3.487704205600000162e-01 9.714065276342187874e-03
3.490707243000000237e-01 4.091357847855708711e-03
3.493710280400000312e-01 5.901886374519242293e-03
3.496713317799999832e-01 9.875981711378442954e-03
3.499716355099999898e-01 4.483318741659158592e-03
3.502719392499999973e-01 5.162918908903112343e-03
3.505722429900000048e-01 8.857715574753524668e-03
3.508725467300000123e-01 7.726849812475986706e-03
3.511728504700000197e-01 5.897707955502795238e-03
3.514731542100000272e-01 7.084968333168763926e-03
3.517734579400000339e-01 9.172767993768598735e-03
3.520737616800000414e-01 8.240860302841320623e-03
3.523740654200000488e-01 8.250026425245488709e-03
3.526743691600000563e-01 5.479821468667787042e-03
3.529746729000000083e-01 7.454340629962001238e-03
3.532749766399999602e-01 6.718798824908351480e-03
3.535752803699999669e-01 4.665913830724198463e-03
3.538755841099999744e-01 5.079968475307851047e-03
3.541758878499999819e-01 6.335202280007196964e-03
3.544761915899999893e-01 5.837066081111361680e-03
3.547764953299999968e-01 4.650169189177899044e-03
3.550767990700000043e-01 8.146093701036163232e-03
3.553771028000000110e-01 5.761085842395236023e-03
3.556774065400000184e-01 6.845335909459657024e-03
3.559777102800000259e-01 5.066241617158030383e-03
3.562780140200000334e-01 5.072958586748225335e-03
3.565783177599999854e-01 1.027653286909238108e-02
3.568786214999999928e-01 5.516604917323297656e-03
3.571789252299999995e-01 6.641490951373519788e-03
3.574792289700000070e-01 6.252859870105298076e-03
3.577795327100000145e-01 7.117469278979663555e-03
3.580798364500000219e-01 7.464948816130995146e-03
3.583801401900000294e-01 5.324043532061125718e-03
3.586804439300000369e-01 7.124947296104155482e-03
3.589807476600000435e-01 4.754054602882222189e-03
3.592810514000000510e-01 9.101624597853961648e-03
3.595813551400000585e-01 8.740288664871207272e-03
3.598816588799999550e-01 9.219991330773953664e-03
3.601819626199999624e-01 8.856855439318554041e-03
3.604822663599999699e-01 9.784288633881615960e-03
3.607825700899999766e-01 6.625875694182102246e-03
3.610828738299999840e-01 1.018185312812252066e-02
3.613831775699999915e-01 1.212695495721745516e-02
3.616834813099999990e-01 1.160967521449643089e-02
3.619837850500000065e-01 1.053969379884310380e-02
3.622840887900000140e-01 1.232427671182279375e-02
3.625843925200000206e-01 1.095075507075067393e-02
3.628846962600000281e-01 1.052961936704114795e-02
3.631850000000000356e-01 1.463621140494388885e-02
3.634853037399999875e-01 1.133141977587959551e-02
3.637856074799999950e-01 1.352920895060978450e-02
3.640859112100000017e-01 1.569995931422807703e-02
3.643862149500000092e-01 1.336250940994901035e-02
3.646865186900000166e-01 1.306913959676461040e-02
3.649868224300000241e-01 1.333999859680816587e-02
3.652871261700000316e-01 1.641202345267684520e-02
3.655874299100000391e-01 1.264969012854806271e-02
3.658877336400000457e-01 1.594945539622100172e-02
3.661880373800000532e-01 1.632447548939846074e-02
3.664883411200000052e-01 1.688690579838506012e-02
3.667886448599999571e-01 1.991168982912807847e-02
3.670889485999999646e-01 1.683318476223027993e-02
3.673892523399999721e-01 1.477398703530084442e-02
3.676895560699999788e-01 1.596280729380424382e-02
3.679898598099999862e-01 1.441318814556228831e-02
3.682901635499999937e-01 1.339393003785382778e-02
3.685904672900000012e-01 1.309487258592079324e-02
3.688907710300000087e-01 1.406593100270109829e-02
3.691910747700000162e-01 1.335655365660058137e-02
3.694913785000000228e-01 1.274371311513109936e-02
3.697916822400000303e-01 1.306208478875020562e-02
3.700919859800000378e-01 1.107558332019418709e-02
3.703922897199999897e-01 1.129550628529152854e-02
3.706925934599999972e-01 1.166119418831298993e-02
3.709928972000000047e-01 1.154288787030879546e-02
3.712932009300000114e-01 7.721237462841081152e-03
3.715935046700000188e-01 8.755377244640814502e-03
3.718938084100000263e-01 9.144111823865737690e-03
3.721941121500000338e-01 9.317387578106071586e-03
3.724944158900000413e-01 1.090361341723329082e-02
3.727947196299999932e-01 9.856682886205891947e-03
3.730950233600000554e-01 9.189106053522445861e-03
3.733953271000000074e-01 1.304272985992294999e-02
3.736956308399999593e-01 1.062903215517031763e-02
3.739959345799999668e-01 1.282449437705237075e-02
3.742962383199999743e-01 1.521158531556687961e-02
3.745965420599999818e-01 1.339177051976818758e-02
3.748968457899999884e-01 1.173205640798667335e-02
3.751971495299999959e-01 1.647583533012248608e-02
3.754974532700000034e-01 1.845241510043455629e-02
3.757977570100000109e-01 1.858781733256916618e-02
3.760980607500000183e-01 2.259383737995340757e-02
3.763983644900000258e-01 2.062522931245800925e-02
3.766986682200000325e-01 2.347611760201601810e-02
3.769989719600000400e-01 2.429658820255750293e-02
3.772992756999999919e-01 2.293593673969599595e-02
3.775995794399999994e-01 2.092830236610970437e-02
3.778998831800000069e-01 2.415960134095510026e-02
3.782001869200000144e-01 2.111274899576776054e-02
3.785004906500000210e-01 2.091497365571137745e-02
3.788007943900000285e-01 1.840974625052552854e-02
3.791010981300000360e-01 1.800666509068426721e-02
3.794014018699999879e-01 1.986992910682602517e-02
3.797017056099999954e-01 2.106082540198655692e-02
3.800020093500000029e-01 1.796592502861188781e-02
3.803023130800000096e-01 2.041971748259168579e-02
3.806026168199999615e-01 2.176665995279759500e-02
3.809029205599999690e-01 1.648952680195825415e-02
3.812032242999999765e-01 2.015871243003111712e-02
3.815035280399999840e-01 1.833552051367495078e-02
3.818038317799999914e-01 1.614456698450773484e-02
3.821041355099999981e-01 1.846990021989195624e-02
3.824044392500000056e-01 2.075074613337898194e-02
3.827047429900000131e-01 1.734068358905151153e-02
3.830050467300000205e-01 2.019059236382089034e-02
3.833053504700000280e-01 2.000940114339059758e-02
3.836056542100000355e-01 1.851684593291628295e-02
3.839059579400000422e-01 2.064708651930908384e-02
3.842062616799999941e-01 1.987700791409559298e-02
3.845065654200000016e-01 2.064680147329570406e-02
3.848068691600000091e-01 2.006656642198485080e-02
3.851071729000000166e-01 2.096398353551014518e-02
3.854074766400000240e-01 1.834419659937247191e-02
3.857077803700000307e-01 2.057214047568934473e-02
3.860080841100000382e-01 1.992621206537653622e-02
3.863083878499999901e-01 2.183704331393287665e-02
3.866086915899999976e-01 2.199020383414175550e-02
3.869089953300000051e-01 2.291664029124335436e-02
3.872092990700000126e-01 2.051850651533299388e-02
3.875096027999999637e-01 1.971122452709358347e-02
3.878099065399999712e-01 1.783089143589932507e-02
3.881102102799999787e-01 1.502610704344838066e-02
3.884105140199999862e-01 1.209816289213771351e-02
3.887108177599999936e-01 1.405434059293837051e-02
3.890111215000000011e-01 1.205561004394100667e-02
3.893114252300000078e-01 1.295398499053617911e-02
3.896117289700000152e-01 1.346811626601356927e-02
3.899120327100000227e-01 1.409626831265261768e-02
3.902123364500000302e-01 1.470645527579521501e-02
3.905126401900000377e-01 1.813648262493675403e-02
3.908129439300000452e-01 1.609412375097397929e-02
3.911132476599999963e-01 1.459632847880232807e-02
3.914135514000000038e-01 1.613566201262472272e-02
3.917138551400000113e-01 1.477194064466995707e-02
3.920141588800000187e-01 1.366376331741949238e-02
3.923144626199999707e-01 1.397179287144135508e-02
3.926147663599999782e-01 1.549317404601675482e-02
3.929150700899999848e-01 1.492917590418499189e-02
3.932153738299999923e-01 1.575449713816624506e-02
3.935156775699999998e-01 1.515606255866720591e-02
3.938159813100000073e-01 1.906084817393577033e-02
3.941162850500000148e-01 1.974535262579590889e-02
3.944165887900000222e-01 2.214729916305704926e-02
3.947168925199999734e-01 2.274491646218813889e-02
3.950171962599999809e-01 2.289869173482682665e-02
3.953174999999999883e-01 2.433710579097534896e-02
3.956178037399999958e-01 2.665951773406646796e-02
3.959181074800000033e-01 2.887514379823376276e-02
3.962184112100000100e-01 3.032125392972958786e-02
3.965187149500000174e-01 3.232357188184907526e-02
3.968190186900000249e-01 2.923389043700595075e-02
3.971193224300000324e-01 3.390352278942408704e-02
3.974196261700000399e-01 3.491688013675268987e-02
3.977199299100000474e-01 3.519465272780430976e-02
3.980202336399999985e-01 3.545479610953566202e-02
3.983205373800000060e-01 3.589682059144938542e-02
3.986208411200000135e-01 3.423650100475376934e-02
3.989211448600000209e-01 3.352277367579151873e-02
3.992214485999999729e-01 3.503577059222932888e-02
3.995217523399999804e-01 3.326758902929060485e-02
3.998220560699999870e-01 3.752770420113817063e-02
4.001223598099999945e-01 3.503127967975822044e-02
4.004226635500000020e-01 3.563137965586209155e-02
4.007229672900000095e-01 3.457759800937774963e-02
4.010232710300000170e-01 3.776638319993416010e-02
4.013235747700000244e-01 3.420344624533773470e-02
4.016238784999999756e-01 3.571279534051514937e-02
4.019241822399999831e-01 3.844711211173488380e-02
4.022244859799999905e-01 3.477984454289709954e-02
4.025247897199999980e-01 3.469493767600927148e-02
4.028250934600000055e-01 3.165635954422178766e-02
4.031253972000000130e-01 3.049317746778610824e-02
4.034257009300000196e-01 3.271353956935641599e-02
4.037260046700000271e-01 3.291859532251819459e-02
4.040263084100000346e-01 3.362920561987963602e-02
4.043266121500000421e-01 3.704052384264187869e-02
4.046269158900000495e-01 3.648853898229399706e-02
4.049272196300000570e-01 3.814975034971740397e-02
4.052275233600000082e-01 3.997334772039161377e-02
4.055278271000000156e-01 4.233101919783754247e-02
4.058281308399999676e-01 4.182778967152183530e-02
4.061284345799999751e-01 4.964808469419210168e-02
4.064287383199999826e-01 4.953407276919360308e-02
4.067290420599999901e-01 5.146606984659452683e-02
4.070293457899999967e-01 5.382973567048129904e-02
4.073296495300000042e-01 5.081793409021984759e-02
4.076299532700000117e-01 4.952618202027123107e-02
4.079302570100000191e-01 4.811663867771980713e-02
4.082305607500000266e-01 4.581796137310353845e-02
4.085308644900000341e-01 4.229530060697882232e-02
4.088311682199999852e-01 4.077871389796358659e-02
4.091314719599999927e-01 4.039694392810253692e-02
4.094317757000000002e-01 4.027289910362418651e-02
4.097320794400000077e-01 3.905848162815991897e-02
4.100323831800000152e-01 3.774451182215542155e-02
4.103326869200000226e-01 3.736196770253631672e-02
4.106329906500000293e-01 3.736009913799500509e-02
4.109332943900000368e-01 3.756702500985644594e-02
4.112335981300000443e-01 3.577794686884195469e-02
4.115339018700000517e-01 3.343782412659179748e-02
4.118342056100000592e-01 3.390330111311938566e-02
4.121345093499999557e-01 3.384452468897063138e-02
4.124348130800000178e-01 3.053439919669535818e-02
4.127351168199999698e-01 3.414906608279893313e-02
4.130354205599999773e-01 3.286840991830809744e-02
4.133357242999999848e-01 3.211705444100783347e-02
4.136360280399999922e-01 3.147524003444559376e-02
4.139363317799999997e-01 3.037298063204634316e-02
4.142366355100000064e-01 3.130379314241393818e-02
4.145369392500000139e-01 3.109882805244481435e-02
4.148372429900000213e-01 3.354276577902715051e-02
4.151375467300000288e-01 3.707205436420261957e-02
4.154378504700000363e-01 3.890960430704029638e-02
4.157381542099999883e-01 4.092262619801909085e-02
4.160384579399999949e-01 4.320651030327414543e-02
4.163387616800000024e-01 4.589838842973013866e-02
4.166390654200000099e-01 4.346479729702883155e-02
4.169393691600000174e-01 4.693966569755417262e-02
4.172396729000000248e-01 4.862088129084320837e-02
4.175399766400000323e-01 4.735271934677400679e-02
4.178402803700000390e-01 4.771701437070643287e-02
4.181405841100000464e-01 4.984984671715882165e-02
4.184408878500000539e-01 4.899383626421692506e-02
4.187411915900000614e-01 4.603432670228366913e-02
4.190414953299999579e-01 4.288588500269899240e-02
4.193417990699999653e-01 4.286514702778865260e-02
4.196421027999999720e-01 4.319450049706182598e-02
4.199424065399999795e-01 4.035498241772601108e-02
4.202427102799999870e-01 4.195458820994436150e-02
4.205430140199999944e-01 4.188693052347864515e-02
4.208433177600000019e-01 4.078824095724963711e-02
4.211436215000000094e-01 4.075797949006181725e-02
4.214439252300000160e-01 4.262467731401702042e-02
4.217442289700000235e-01 4.438288375396873264e-02
4.220445327100000310e-01 4.477713963839850819e-02
4.223448364500000385e-01 4.242022211646890445e-02
4.226451401899999905e-01 4.286596323974576489e-02
4.229454439299999979e-01 4.136026388323945507e-02
4.232457476600000046e-01 3.904915873409616628e-02
4.235460514000000121e-01 3.841697017595845781e-02
4.238463551400000195e-01 4.157310684623949371e-02
4.241466588800000270e-01 4.021046654554694122e-02
4.244469626200000345e-01 4.178140726896703572e-02
4.247472663600000420e-01 4.362371379778053754e-02
4.250475700900000486e-01 4.289826184875035475e-02
4.253478738300000561e-01 4.359030164387479173e-02
4.256481775700000081e-01 4.095799298864139654e-02
4.259484813099999601e-01 3.959740604800240926e-02
4.262487850499999675e-01 3.841305612714748102e-02
4.265490887899999750e-01 3.907737494206341144e-02
4.268493925199999817e-01 4.033815496206485940e-02
4.271496962599999891e-01 4.041225710417249706e-02
4.274499999999999966e-01 4.112650605696230310e-02
4.277503037400000041e-01 4.577298825922911096e-02
4.280506074800000116e-01 4.513945004151562190e-02
4.283509112100000182e-01 4.751048188061093858e-02
4.286512149500000257e-01 5.056112897241275828e-02
4.289515186900000332e-01 5.612738369039213526e-02
4.292518224300000407e-01 5.553862037878544433e-02
4.295521261699999926e-01 6.035020147231246607e-02
4.298524299100000001e-01 6.174055928811636451e-02
4.301527336400000068e-01 6.138810888093135937e-02
4.304530373800000143e-01 5.987247862307766566e-02
4.307533411200000217e-01 5.660006363511243394e-02
4.310536448600000292e-01 5.335993995283479924e-02
4.313539486000000367e-01 5.406566446868098230e-02
4.316542523400000442e-01 5.415627111557875378e-02
4.319545560700000508e-01 5.225880198476037103e-02
4.322548598100000583e-01 5.179940680811163239e-02
4.325551635500000103e-01 5.147771549248464362e-02
4.328554672899999622e-01 5.411673765871077846e-02
4.331557710299999697e-01 5.347877523130570299e-02
4.334560747699999772e-01 5.295740838806377304e-02
4.337563784999999839e-01 5.332685453091030869e-02
4.340566822399999913e-01 5.049870194281584623e-02
4.343569859799999988e-01 5.103737766379237012e-02
4.346572897200000063e-01 5.119957020341939918e-02
4.349575934600000138e-01 4.955054881286646840e-02
4.352578972000000213e-01 5.060889019399621158e-02
4.355582009300000279e-01 5.063665896689341361e-02
4.358585046700000354e-01 5.381146314257271440e-02
4.361588084099999874e-01 5.209518646786254203e-02
4.364591121499999948e-01 4.925270964132161949e-02
4.367594158900000023e-01 5.469143609457971511e-02
4.370597196300000098e-01 5.269487348805156762e-02
4.373600233600000164e-01 5.372589852986844883e-02
4.376603271000000239e-01 5.211776101274398498e-02
4.379606308400000314e-01 5.438290498171291509e-02
4.382609345800000389e-01 5.363850181542127032e-02
4.385612383199999909e-01 5.507298298679463855e-02
4.388615420599999983e-01 5.996083336838212152e-02
4.391618457900000050e-01 6.222293021250843020e-02
4.394621495300000125e-01 6.690494261089480199e-02
4.397624532699999644e-01 6.822910065189678741e-02
4.400627570099999719e-01 7.274133465911294949e-02
4.403630607499999794e-01 7.729045751715833690e-02
4.406633644899999869e-01 7.892504185377761938e-02
4.409636682199999935e-01 7.994208370938661601e-02
4.412639719600000010e-01 8.091187059181126351e-02
4.415642757000000085e-01 8.356915803515944929e-02
4.418645794400000160e-01 8.135059897383201122e-02
4.421648831800000234e-01 8.053123081293792063e-02
4.424651869200000309e-01 8.581158942462972783e-02
4.427654906500000376e-01 8.155966806784936685e-02
4.430657943899999895e-01 8.267478930148333682e-02
4.433660981299999970e-01 8.196746227491676084e-02
4.436664018700000045e-01 8.334055516899406546e-02
4.439667056100000120e-01 8.138106914390057234e-02
4.442670093500000195e-01 7.641354690173179920e-02
4.445673130800000261e-01 7.367136800622700599e-02
4.448676168200000336e-01 6.802672341146960566e-02
4.451679205600000411e-01 6.360674502560420551e-02
4.454682242999999930e-01 6.113017655872853701e-02
4.457685280400000005e-01 5.882818450869690963e-02
4.460688317800000080e-01 5.549997124385929598e-02
4.463691355100000147e-01 5.249527000860180342e-02
4.466694392499999666e-01 4.909342959485302887e-02
4.469697429899999741e-01 4.596886480814185022e-02
4.472700467299999816e-01 4.366455039240717956e-02
4.475703504699999891e-01 4.344488066239750312e-02
4.478706542099999965e-01 3.994479513132975779e-02
4.481709579400000032e-01 4.134266841213619231e-02
4.484712616800000107e-01 4.284187076358385998e-02
4.487715654200000182e-01 4.454729009138051754e-02
4.490718691600000256e-01 4.146207320401910229e-02
4.493721729000000331e-01 4.428943845153893166e-02
4.496724766400000406e-01 4.465371979613352166e-02
4.499727803699999917e-01 4.063293415009679860e-02
4.502730841099999992e-01 3.967854600595786818e-02
4.505733878500000067e-01 4.053878300681494629e-02
4.508736915900000142e-01 3.943478296025159507e-02
4.511739953300000217e-01 3.944660713754898074e-02
4.514742990699999736e-01 4.047776561410679208e-02
4.517746028000000358e-01 4.055936593927333966e-02
4.520749065399999878e-01 4.180766090162202353e-02
4.523752102799999952e-01 4.125545159017735691e-02
4.526755140200000027e-01 4.144489530102873909e-02
4.529758177600000102e-01 4.000859709847828100e-02
4.532761215000000177e-01 3.972165075413121998e-02
4.535764252299999688e-01 3.941137469698017398e-02
4.538767289699999763e-01 4.109404070893016292e-02
4.541770327099999838e-01 3.892711140697736188e-02
4.544773364499999913e-01 4.217425388013658349e-02
4.547776401899999987e-01 4.305639978249527905e-02
4.550779439300000062e-01 4.587240725462933544e-02
4.553782476600000129e-01 5.049182157852067504e-02
4.556785514000000203e-01 5.268312341946398275e-02
4.559788551400000278e-01 5.661934835095486229e-02
4.562791588800000353e-01 6.187738998911873622e-02
4.565794626200000428e-01 6.899365325853688835e-02
4.568797663600000503e-01 7.002144120342608524e-02
4.571800700900000014e-01 7.107913649056071814e-02
4.574803738300000089e-01 6.915590350373738981e-02
4.577806775700000164e-01 6.813952462303871083e-02
4.580809813100000238e-01 6.645539153713130032e-02
4.583812850499999758e-01 6.641767485425054129e-02
4.586815887899999833e-01 6.483105481625654753e-02
4.589818925199999899e-01 6.481067906736845408e-02
4.592821962599999974e-01 6.627300860692947326e-02
4.595825000000000049e-01 6.577021217627017358e-02
4.598828037400000124e-01 6.922768664149597795e-02
4.601831074800000199e-01 7.357877462946409153e-02
4.604834112099999710e-01 7.691140660168425958e-02
4.607837149499999785e-01 7.930247571788973104e-02
4.610840186899999860e-01 8.095743163424039268e-02
4.613843224299999934e-01 8.025229751289590652e-02
4.616846261700000009e-01 7.625779633108131783e-02
4.619849299100000084e-01 7.622279885894783780e-02
4.622852336400000151e-01 7.653975637557927647e-02
4.625855373800000225e-01 7.600307807265052618e-02
4.628858411200000300e-01 7.800731681994732547e-02
4.631861448600000375e-01 8.018421841848584475e-02
4.634864486000000450e-01 8.360045170850134710e-02
4.637867523400000525e-01 8.714644133266602477e-02
4.640870560700000036e-01 9.185126726611753112e-02
4.643873598100000111e-01 1.009143956334872666e-01
4.646876635500000186e-01 1.096944180255091661e-01
4.649879672899999705e-01 1.168208833032226418e-01
4.652882710299999780e-01 1.257260066102210139e-01
4.655885747699999855e-01 1.359688712270214761e-01
4.658888784999999921e-01 1.440348048773281986e-01
4.661891822399999996e-01 1.563508199883471284e-01
4.664894859800000071e-01 1.693714161919925576e-01
4.667897897200000146e-01 1.815801737608213895e-01
4.670900934600000221e-01 1.898588058953350199e-01
4.673903972000000295e-01 2.009346549769731594e-01
4.676907009299999807e-01 2.090090712226991831e-01
4.679910046699999882e-01 2.152376689883136185e-01
4.682913084099999956e-01 2.152995207519722287e-01
4.685916121500000031e-01 2.130941228851628011e-01
4.688919158900000106e-01 2.066851799059645223e-01
4.691922196300000181e-01 1.985598514181809993e-01
4.694925233600000247e-01 1.899822053455678950e-01
4.697928271000000322e-01 1.748675526290184856e-01
4.700931308400000397e-01 1.649392279756705937e-01
4.703934345800000472e-01 1.537337018591842241e-01
4.706937383200000546e-01 1.441706619015087898e-01
4.709940420600000621e-01 1.380058655630235775e-01
4.712943457900000133e-01 1.339578267977900583e-01
4.715946495300000207e-01 1.311657097542591466e-01
4.718949532699999727e-01 1.392859743188329391e-01
4.721952570099999802e-01 1.415170652583101207e-01
4.724955607499999877e-01 1.440715468334311522e-01
4.727958644899999952e-01 1.491979136933527794e-01
4.730961682200000018e-01 1.557315258990712437e-01
4.733964719600000093e-01 1.625548195547964203e-01
4.736967757000000168e-01 1.717826323451019654e-01
4.739970794400000242e-01 1.783983732530333710e-01
4.742973831800000317e-01 1.871130693630471686e-01
4.745976869199999837e-01 1.946804668474726718e-01
4.748979906499999903e-01 1.996404856421479523e-01
4.751982943899999978e-01 2.095707455728653690e-01
4.754985981300000053e-01 2.181003958260845643e-01
4.757989018700000128e-01 2.230845775883055770e-01
4.760992056100000203e-01 2.261785378517721934e-01
4.763995093500000277e-01 2.282225557227565982e-01
4.766998130800000344e-01 2.224968687823577762e-01
4.770001168200000419e-01 2.200116562372760320e-01
4.773004205600000494e-01 2.147014490804240727e-01
4.776007243000000568e-01 1.980973781443111370e-01
4.779010280400000643e-01 1.817617830600016249e-01
4.782013317799999608e-01 1.613009030228521878e-01
4.785016355100000229e-01 1.458370139099370855e-01
4.788019392499999749e-01 1.317029312965419530e-01
4.791022429899999824e-01 1.193468802532076239e-01
4.794025467299999899e-01 1.106796203035304849e-01
4.797028504699999973e-01 1.036419005132036969e-01
4.800031542100000048e-01 9.644419173451387883e-02
4.803034579400000115e-01 9.224085349092601971e-02
4.806037616800000190e-01 8.938504134300691295e-02
4.809040654200000264e-01 8.467410827096280568e-02
4.812043691600000339e-01 8.547163446078955007e-02
4.815046728999999859e-01 8.368202962458404226e-02
4.818049766399999934e-01 8.641499338387820250e-02
4.821052803700000000e-01 8.446816127195376500e-02
4.824055841100000075e-01 8.315169066065751513e-02
