# wavelength(um) flux(mJy)
4.083122627735132903e-01 1.580430701716156391e-03
4.084844317436213124e-01 8.739105000076123403e-04
4.086566007137293344e-01 1.319272314276752811e-05
4.088287696838373564e-01 -2.283397410649961083e-04
4.090009386539454339e-01 -6.219227610244400933e-04
4.091731076240534559e-01 6.402578080752989280e-04
4.093452765941614779e-01 2.173884895647878405e-03
4.095174455642694999e-01 1.643878643891473002e-03
4.096896145343774664e-01 7.174243944364763542e-04
4.098617835044855440e-01 2.866407908454012715e-04
4.100339524745935660e-01 4.189629237662739693e-04
4.102061214447015880e-01 3.960117777901912351e-04
4.103782904148096100e-01 1.088894740135287666e-03
4.105504593849176320e-01 5.895003271117454230e-04
4.107226283550257095e-01 1.345505955812911552e-03
4.108947973251337316e-01 1.270380780432397516e-03
4.110669662952417536e-01 1.106917793721762808e-03
4.112391352653497756e-01 1.905102825410449939e-03
4.114113042354577976e-01 2.461932168995523747e-04
4.115834732055658196e-01 -6.700463259675438251e-05
4.117556421756738971e-01 5.432455244470038710e-04
4.119278111457819191e-01 -1.126005824019197268e-04
4.120999801158899412e-01 -2.348040086666107880e-05
4.122721490859979632e-01 -1.141824090486729922e-03
4.124443180561059852e-01 -3.966605148755586517e-04
4.126164870262140627e-01 9.659657030624133533e-04
4.127886559963220847e-01 1.630339657177324458e-03
4.129608249664301067e-01 8.755538468344508133e-04
4.131329939365381287e-01 1.645585183232375860e-03
4.133051629066461508e-01 1.043795414228313844e-04
4.134773318767541728e-01 1.164012130064439980e-03
4.136495008468622503e-01 1.273118446329479184e-03
4.138216698169702723e-01 5.882864155764281266e-04
4.139938387870782943e-01 1.392700155749364548e-04
4.141660077571863163e-01 2.577842180193790230e-04
4.143381767272943383e-01 7.580027870903655648e-04
4.145103456974024159e-01 1.456947139417159561e-03
4.146825146675104379e-01 1.390572606998675140e-03
4.148546836376184599e-01 7.610227586054894942e-04
4.150268526077264819e-01 1.176226872360128196e-03
4.151990215778345039e-01 2.034474273073502704e-03
4.153711905479425814e-01 1.832950462042872569e-03
4.155433595180506035e-01 -7.313542033219484209e-05
4.157155284881586255e-01 5.146193542602872434e-04
4.158876974582666475e-01 1.567949907666990302e-03
4.160598664283746695e-01 1.464107182712091415e-03
4.162320353984826915e-01 6.762348003441944052e-04
4.164042043685907690e-01 8.872463566268367404e-04
4.165763733386987910e-01 1.273384868421061859e-03
4.167485423088068131e-01 7.680871417339979988e-04
4.169207112789148351e-01 2.022609306171601826e-03
4.170928802490228571e-01 1.716237906744590667e-03
4.172650492191309346e-01 8.273085570681645070e-04
4.174372181892389566e-01 8.203909713925776467e-04
4.176093871593469786e-01 4.755771740394679811e-04
4.177815561294550006e-01 1.232682707117900610e-03
4.179537250995630226e-01 5.541336606026746152e-04
4.181258940696710447e-01 1.690458171797158465e-03
4.182980630397791222e-01 1.405373133409471096e-03
4.184702320098871442e-01 1.178220682614723866e-03
4.186424009799951662e-01 4.492052581735973479e-04
4.188145699501031882e-01 -2.294172098045133511e-04
4.189867389202112102e-01 -4.321054332324858124e-04
4.191589078903192878e-01 5.015004971666784783e-04
4.193310768604273098e-01 1.981145854282537633e-03
4.195032458305353318e-01 8.260168010568633666e-04
4.196754148006433538e-01 6.501905272495688004e-04
4.198475837707513758e-01 1.637913224062028652e-03
4.200197527408594533e-01 8.312112360055709829e-04
4.201919217109674753e-01 1.280782642635150447e-03
4.203640906810754974e-01 1.039001921913668028e-04
4.205362596511835194e-01 -4.863588064795212884e-04
4.207084286212915414e-01 2.929451591427085274e-04
4.208805975913995634e-01 5.881673440665174729e-04
4.210527665615076409e-01 1.049738244244351019e-03
4.212249355316156629e-01 9.562538167058200591e-04
4.213971045017236849e-01 1.434113780488473211e-03
4.215692734718317070e-01 1.103990557132589851e-03
4.217414424419397290e-01 8.764468700003763102e-05
4.219136114120478065e-01 6.917103347920092226e-04
4.220857803821558285e-01 -6.565314670000326315e-04
4.222579493522638505e-01 3.526415672886659127e-04
4.224301183223718725e-01 1.672394573488846263e-03
4.226022872924798945e-01 1.619378464563842350e-03
4.227744562625879166e-01 9.885028184566156759e-04
4.229466252326959941e-01 2.128568220706889295e-04
4.231187942028040161e-01 1.023321481641481468e-03
4.232909631729120381e-01 5.919798192690078507e-04
4.234631321430200601e-01 8.597308328997279843e-04
4.236353011131280821e-01 7.105549521000625954e-04
4.238074700832361597e-01 9.763211874726807635e-04
4.239796390533441817e-01 5.733569817599171951e-04
4.241518080234522037e-01 -2.042406701631225695e-04
4.243239769935602257e-01 -3.925063158918161627e-04
4.244961459636682477e-01 3.767430917165724008e-04
4.246683149337762697e-01 5.079809441838049238e-04
4.248404839038843472e-01 1.763744573935579867e-03
4.250126528739923693e-01 2.018122120835495921e-03
4.251848218441003913e-01 8.765624004017637206e-04
4.253569908142084133e-01 4.115657555912650327e-04
4.255291597843164353e-01 6.744068598102019932e-04
4.257013287544245128e-01 1.315151427147325620e-03
4.258734977245325348e-01 1.079886102660923986e-03
4.260456666946405568e-01 7.640643586669692341e-04
4.262178356647485788e-01 2.191211875546199381e-04
4.263900046348566009e-01 8.187910629207867733e-04
4.265621736049646784e-01 1.449361965459277334e-03
4.267343425750727004e-01 1.216130631531747849e-03
4.269065115451807224e-01 9.441326810698303946e-04
4.270786805152887444e-01 1.694352263099181428e-03
4.272508494853967664e-01 1.739226960265396029e-03
4.274230184555047884e-01 -3.464878037651195975e-04
4.275951874256128660e-01 -7.809465932640570485e-04
4.277673563957208880e-01 2.644853006555116220e-04
4.279395253658289100e-01 2.257996023347286739e-03
4.281116943359369320e-01 1.412716811398037143e-03
4.282838633060449540e-01 1.806296622446058875e-03
4.284560322761530315e-01 1.620244183843058249e-03
4.286282012462610536e-01 2.841048932198990623e-04
4.288003702163690756e-01 1.574522668759770021e-04
4.289725391864770976e-01 6.714416422819744022e-04
4.291447081565851196e-01 -1.968154777207826628e-05
4.293168771266931416e-01 1.363294995871840425e-04
4.294890460968012191e-01 6.552215256393450864e-04
4.296612150669092411e-01 1.294603892425770075e-03
4.298333840370172632e-01 1.852635972193625562e-03
4.300055530071252852e-01 1.265651852979511908e-03
4.301777219772333072e-01 1.334321515225894846e-04
4.303498909473413847e-01 4.194247330991275743e-04
4.305220599174494067e-01 1.111253017357882907e-03
4.306942288875574287e-01 9.048485129871669400e-04
4.308663978576654507e-01 7.433274906514899302e-04
4.310385668277734728e-01 1.170378671053081939e-03
4.312107357978815503e-01 3.369574140199268282e-04
4.313829047679895723e-01 4.151903747236658482e-04
4.315550737380975943e-01 3.994227197375148385e-04
4.317272427082056163e-01 5.437803781048832332e-04
4.318994116783136383e-01 4.781055040538290482e-04
4.320715806484216603e-01 9.408665605424575574e-04
4.322437496185297379e-01 1.012975897857215602e-03
4.324159185886377599e-01 -6.407933243667316781e-05
4.325880875587457819e-01 5.551619488369279520e-04
4.327602565288538039e-01 1.114339512142524134e-03
4.329324254989618259e-01 7.826179746629731513e-04
4.331045944690699034e-01 1.233262343135161938e-03
4.332767634391779255e-01 1.899642620008254153e-03
4.334489324092859475e-01 1.158769752907122096e-03
4.336211013793939695e-01 2.607515364945686641e-05
4.337932703495019915e-01 1.340568431556255781e-04
4.339654393196100135e-01 1.283746552896422111e-03
4.341376082897180910e-01 8.747491859882013717e-04
4.343097772598261130e-01 1.011089259744200278e-03
4.344819462299341351e-01 2.132285348552880391e-03
4.346541152000421571e-01 1.616186290238372757e-03
4.348262841701501791e-01 1.450407072239093525e-03
4.349984531402582566e-01 1.229014345713946681e-03
4.351706221103662786e-01 1.732944901754374231e-03
4.353427910804743006e-01 1.650169416367535660e-03
4.355149600505823226e-01 1.259214212711234947e-03
4.356871290206903446e-01 5.345880175207132993e-04
4.358592979907983667e-01 4.715729757532645004e-04
4.360314669609064442e-01 1.577947294333318685e-03
4.362036359310144662e-01 4.646963183103624542e-04
4.363758049011224882e-01 2.339792287607013173e-04
4.365479738712305102e-01 1.874180078943721598e-03
4.367201428413385322e-01 2.564504149558422940e-03
4.368923118114466098e-01 2.539839261124766673e-03
4.370644807815546318e-01 1.407609691324704501e-03
4.372366497516626538e-01 1.604562598281672166e-03
4.374088187217706758e-01 1.017401958794152822e-03
4.375809876918786978e-01 -2.170410141465200669e-04
4.377531566619867753e-01 3.207233013027686224e-04
4.379253256320947973e-01 1.539665678785439923e-03
4.380974946022028194e-01 1.717434293334525394e-03
4.382696635723108414e-01 1.262421542681350711e-03
4.384418325424188634e-01 4.363084105458495381e-04
4.386140015125268854e-01 7.522452295085381695e-04
